Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
859,c,a,21770.0,7.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
860,c,c,5980.0,2.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
861,c,c,740.0,9.0,2013.0,1,14.0,2013.0,"Mar,Jun,Sept,Dec"
862,a,c,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
863,a,c,21370.0,11.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
864,a,a,1020.0,10.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
865,d,c,2640.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
866,d,a,9680.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
867,d,c,21810.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
868,d,c,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
869,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
870,a,a,780.0,4.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
871,d,c,10620.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
872,a,c,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
873,a,a,2040.0,11.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
874,a,a,3210.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
875,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
876,a,a,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
877,a,c,29190.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
878,d,c,1100.0,12.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
879,d,a,5404.901079136691,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
880,a,c,4570.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
881,a,a,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
882,a,a,30.0,4.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
883,a,a,3200.0,6.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
884,d,c,7550.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
885,a,a,480.0,12.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
886,a,c,12430.0,10.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
887,d,a,19700.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
888,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
889,d,a,18670.0,12.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
890,a,a,4450.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
891,a,c,350.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
892,a,a,19370.0,4.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
893,a,a,130.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
894,a,a,190.0,11.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
895,a,c,4150.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
896,a,c,170.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
897,c,c,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
898,a,a,18540.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
899,d,a,2590.0,9.0,2013.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
900,a,a,3920.0,4.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
901,a,c,3170.0,4.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
902,a,a,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
903,d,c,7290.0,9.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
904,d,c,570.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
905,a,a,90.0,6.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
906,a,a,90.0,7.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
907,a,c,250.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
908,a,a,1980.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
909,a,c,1680.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
910,d,c,12480.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
911,a,c,16490.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
912,c,c,3100.0,5.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
913,a,a,280.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
914,c,c,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
915,d,c,650.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
916,a,a,90.0,11.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
917,a,a,7240.0,2.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
918,a,c,18710.0,4.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
919,a,a,2620.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
920,a,a,850.0,2.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
921,a,a,840.0,9.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
922,d,a,2110.0,3.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
923,a,a,280.0,9.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
924,a,a,6420.0,4.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
925,c,a,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
926,d,c,5150.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
927,a,a,480.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
928,d,c,1090.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
929,a,c,4820.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
930,a,a,70.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
931,a,c,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
932,a,a,15700.0,9.0,2013.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
933,a,c,6270.0,2.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
934,a,c,5460.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
935,a,c,22350.0,6.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
936,a,a,580.0,2.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
937,d,a,2810.0,9.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
938,a,a,2820.0,9.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
939,d,a,1340.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
940,d,c,6470.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
941,a,a,1200.0,12.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
942,d,c,6860.0,9.0,2013.0,1,18.0,2011.0,"Jan,Apr,Jul,Oct"
943,d,c,18020.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
944,c,a,1670.0,7.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
945,a,c,12480.0,3.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
946,a,a,2220.0,12.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
947,a,a,460.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
948,b,b,1430.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
949,a,a,870.0,3.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
950,a,a,8460.0,11.0,1994.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
951,d,c,710.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
952,d,c,6300.0,10.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
953,a,a,19830.0,4.0,2006.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec"
954,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
955,d,c,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
956,a,a,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
957,d,c,1420.0,11.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
958,a,a,440.0,11.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
959,a,c,1060.0,12.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
960,d,a,8990.0,9.0,2013.0,1,31.0,2009.0,"Feb,May,Aug,Nov"
961,d,c,9430.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
962,c,a,260.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
963,a,c,23620.0,11.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
964,a,a,270.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
965,a,c,110.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
966,a,a,760.0,2.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
967,a,c,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
968,c,a,1190.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
969,a,c,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
970,a,a,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
971,c,a,1140.0,5.0,2011.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
972,a,a,14960.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
973,d,c,330.0,9.0,2013.0,1,28.0,2012.0,"Jan,Apr,Jul,Oct"
974,a,a,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
975,a,c,9630.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
976,a,a,4180.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
977,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
978,c,c,3890.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
979,a,c,2270.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
980,a,a,4420.0,9.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
981,d,c,2620.0,11.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
982,d,a,21930.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
983,a,a,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
984,c,a,440.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
985,c,c,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
986,a,a,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
987,c,a,1690.0,6.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
988,a,a,30.0,11.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
989,a,a,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
990,d,a,20930.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
991,a,a,1010.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
992,a,a,2480.0,7.0,1990.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
993,d,c,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
994,a,a,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
995,d,a,6560.0,12.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
996,c,a,2870.0,7.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
997,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
998,a,a,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
999,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1000,a,c,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1001,c,a,19640.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1002,d,c,1130.0,11.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1003,a,a,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
1004,d,c,970.0,9.0,2013.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1005,a,a,6480.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1006,c,c,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1007,c,c,4180.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1008,a,c,30.0,9.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1009,a,a,230.0,7.0,2004.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
1010,d,c,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
1011,a,c,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
1012,d,c,6330.0,6.0,2004.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
1013,a,a,630.0,2.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1014,a,c,210.0,9.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1015,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1016,c,c,550.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1017,c,a,110.0,11.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1018,c,c,140.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1019,d,c,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1020,a,a,40.0,8.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1021,a,a,1080.0,5.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1022,a,c,1520.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1023,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1024,c,c,1990.0,1.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1025,a,a,720.0,11.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1026,c,a,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
1027,a,c,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
1028,a,a,150.0,9.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1029,a,a,1590.0,3.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1030,a,a,36410.0,4.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1031,d,a,590.0,5.0,2001.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1032,d,c,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1033,a,a,7680.0,3.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1034,a,a,13750.0,4.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1035,a,a,27150.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1036,d,c,9560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
1037,a,c,150.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1038,d,a,17290.0,10.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1039,a,c,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
1040,a,a,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
1041,c,a,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1042,a,a,3440.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1043,c,a,420.0,3.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1044,c,a,240.0,4.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1045,a,c,26990.0,12.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1046,d,c,29070.0,4.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1047,a,a,3750.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
1048,d,c,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1049,a,a,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1050,d,c,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1051,c,a,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
1052,a,c,5080.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1053,a,a,1710.0,7.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1054,a,c,13190.0,9.0,2013.0,1,45.0,2013.0,"Feb,May,Aug,Nov"
1055,c,a,1980.0,4.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1056,d,c,5350.0,9.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1057,d,c,3230.0,11.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1058,a,c,180.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1059,c,a,3380.0,4.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1060,a,c,3430.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1061,d,c,8110.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1062,d,a,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov"
1063,a,c,6250.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1064,a,c,420.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1065,a,a,1290.0,9.0,2013.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec"
1066,a,a,3350.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1067,d,c,12020.0,7.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1068,d,c,5010.0,9.0,2013.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
1069,a,c,18050.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1070,c,c,400.0,10.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1071,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
1072,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
1073,a,c,1710.0,9.0,2013.0,1,44.0,2012.0,"Jan,Apr,Jul,Oct"
1074,c,c,3330.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1075,a,c,1410.0,10.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1076,a,c,90.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
1077,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1078,d,c,670.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
1079,a,a,16680.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1080,a,a,2410.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1081,b,a,400.0,3.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1082,c,a,440.0,4.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1083,d,c,11540.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1084,a,a,190.0,9.0,2013.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1085,c,a,4030.0,2.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1086,a,a,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
1087,d,c,2210.0,11.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1088,a,a,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
1089,d,a,5220.0,5.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1090,a,a,330.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1091,a,c,9990.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1092,a,a,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1093,c,c,10450.0,6.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1094,d,a,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1095,a,a,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1096,a,c,1130.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
1097,b,b,720.0,3.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1098,a,a,1830.0,11.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1099,a,c,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
1100,a,a,540.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1101,d,c,4060.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1102,a,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1103,d,c,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1104,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1105,c,c,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1106,a,c,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1107,a,a,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1108,a,a,540.0,4.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1109,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
1110,c,c,900.0,9.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1111,a,a,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1112,c,c,1880.0,4.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1113,a,c,9260.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1114,a,c,870.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
1115,d,c,5350.0,9.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
